작업,도구,소요 시간(초)
데이터 로딩,Pandas,0.0866354999889154
데이터 로딩,Polars,0.02493879199028015
전처리,Pandas,1.2227521250024438
전처리,Polars,0.35689554100099485
시간대별 집계,Pandas,0.025533541993354447
시간대별 집계,Polars,0.0027026669995393604
